image_id,image_height,image_width,object_id,class,xmin,ymin,xmax,ymax
3979822916,1024,768,122,qr_code,559,373,599,413
5163653619,529,589,123,qr_code,207,184,356,337
4340953822,768,1024,124,qr_code,478,548,530,586
4506678195,2048,3072,125,qr_code,1059,731,1458,1150
4613809117,2048,1536,126,qr_code,787,1461,902,1575
3066871844,3072,2304,127,qr_code,133,2319,410,2589
5297814123,1936,2592,128,qr_code,518,1038,1225,1741
5123471403,4256,2828,129,qr_code,613,3217,901,3517
0193927093,960,1280,130,qr_code,434,323,685,551
4933303845,2108,2810,131,qr_code,2202,1173,2503,1458
2158502279,1200,1600,132,qr_code,695,12,841,183
4354342598,500,334,133,qr_code,55,360,278,426
2699519970,1944,2592,134,qr_code,920,1115,1590,1805
2713553952,679,1024,135,qr_code,128,62,750,637
4000348762,600,800,136,qr_code,280,182,547,437
3745035426,500,375,137,qr_code,98,44,264,225
5249052131,1408,2112,138,qr_code,1090,1020,1243,1192
4438446960,480,640,139,qr_code,165,349,265,432
5089097435,765,1024,140,qr_code,220,310,392,477
3118584329,2376,4224,141,qr_code,304,1400,725,1804
4243671127,425,640,142,qr_code,348,244,379,275
5061085271,768,1024,143,qr_code,290,122,735,555
4733349068,4000,3000,144,qr_code,310,3257,897,3760
2924534538,426,640,145,qr_code,277,185,382,289
2124747258,483,392,146,qr_code,168,338,251,433
1134131119,1200,1600,147,qr_code,1058,435,1408,687
3950841244,768,1024,148,qr_code,668,389,745,524
1951360565,1536,2048,149,qr_code,347,437,1349,1229
3255507541,2200,1700,150,qr_code,70,25,259,212
4888055156,954,1024,151,qr_code,234,185,796,742
3660006245,768,1024,152,qr_code,321,220,692,585
3910499736,2048,1536,153,qr_code,660,582,1041,1032
2686139452,768,1024,154,qr_code,22,575,137,689
5230035431,1936,2592,155,qr_code,1290,1360,1902,1935
5241281672,800,600,156,qr_code,56,600,173,707
2593483966,480,380,157,qr_code,84,273,262,456
3620976161,1024,683,158,qr_code,159,377,511,717
4340208601,768,1024,159,qr_code,397,154,591,344
4219788005,1024,1280,160,qr_code,733,681,893,843
5249660874,1408,2112,161,qr_code,1094,1032,1235,1202
4093898602,1944,2592,162,qr_code,441,589,1423,1554
4910229396,1360,2048,163,qr_code,247,800,1083,1138
5081575645,482,720,164,qr_code,236,156,426,344
5218077043,1936,2592,165,qr_code,1023,737,1240,955
3418524177,521,1024,166,qr_code,61,78,452,467
3103420592,768,1024,167,qr_code,501,267,627,388
4905458230,640,1024,168,qr_code,273,391,332,450
4036841984,2840,4272,169,qr_code,1057,119,2084,743
4340205893,768,1024,170,qr_code,493,561,619,653
2591540510,2304,3456,171,qr_code,992,484,2307,1793
4969805147,3456,2592,172,qr_code,1552,1354,1734,1564
5290281433,768,1024,173,qr_code,467,376,522,435
2992182632,2736,2736,174,qr_code,1132,2131,1446,2442
2352421045,1944,2592,175,qr_code,1070,963,1220,1129
4689610940,665,1000,176,qr_code,133,491,217,573
4711721515,1200,1600,177,qr_code,975,738,1184,957
0465484369,1600,1200,178,qr_code,859,1068,918,1126
3891459413,1024,768,179,qr_code,308,628,432,783
3430313114,1024,768,180,qr_code,67,558,371,857
2318857845,1360,2048,181,qr_code,877,706,1018,846
2686037064,1024,725,182,qr_code,57,628,227,797
2536547939,1944,2592,183,qr_code,781,1318,1098,1635
2780891479,768,1024,184,qr_code,240,344,330,452
0459198539,960,1280,185,qr_code,852,330,1050,527
0575557590,1704,2272,186,qr_code,283,459,667,973
5333302839,731,1024,187,qr_code,119,79,242,198
3222974714,480,640,188,qr_code,44,338,174,453
5260442643,1920,2301,189,qr_code,382,1167,781,1559
2686038510,1024,725,190,qr_code,425,693,511,778
2423569169,500,375,191,qr_code,36,278,117,353
5148588549,1024,1024,192,qr_code,638,545,808,752
2261943478,640,384,193,qr_code,134,485,176,526
3594871243,2448,3264,194,qr_code,1603,1090,2110,1603
5206766403,1024,768,195,qr_code,264,356,314,404
5055313244,1936,2592,196,qr_code,701,507,886,682
2728694652,768,1024,197,qr_code,318,529,396,608
4849538186,1024,1006,198,qr_code,369,166,614,410
5236047029,3240,4320,199,qr_code,2564,1762,3069,2275
4001781698,1360,2048,200,qr_code,1510,418,1883,772
5115608464,683,1024,201,qr_code,214,467,320,574
5327277012,1024,768,202,qr_code,395,467,465,566
4344429928,1728,2304,203,qr_code,758,324,1477,1035
3289447603,2048,1536,204,qr_code,523,857,865,1210
3665573933,1200,1600,205,qr_code,672,444,1119,884
5142860075,768,1024,206,qr_code,397,257,671,530
2455051979,1944,2592,207,qr_code,823,936,1236,1321
4664818817,2848,4288,208,qr_code,1025,503,1467,927
4609467032,2048,1536,209,qr_code,893,1609,1377,1837
4297035406,1200,1600,210,qr_code,825,529,1520,940
2644241344,2592,1944,211,qr_code,1580,2294,1738,2440
4667029304,1536,2048,212,qr_code,1414,608,1687,850
4933142246,768,1024,213,qr_code,391,260,713,570
0436037216,960,1280,214,qr_code,618,173,940,500
2908131194,1024,768,215,qr_code,267,503,473,712
3242297116,1024,349,216,qr_code,168,642,245,723
4688978289,794,1000,217,qr_code,347,182,652,482
3319418463,4224,2376,218,qr_code,1611,2969,2094,3451
4936355363,1952,3264,219,qr_code,1201,611,2088,1504
4956470125,778,1024,220,qr_code,58,352,207,539
3742672019,1392,1856,221,qr_code,572,182,1180,795
3881432281,1536,2048,222,qr_code,218,804,702,1278
4072456545,1024,768,223,qr_code,200,397,539,741
3316791788,1360,2048,224,qr_code,1551,854,1798,1104
5142860483,1024,768,225,qr_code,229,273,251,307
4884107014,256,323,226,qr_code,208,186,232,224
3527162182,1024,768,227,qr_code,331,342,444,453
4443372547,667,1000,228,qr_code,399,118,551,272
3032275434,896,1500,229,qr_code,1225,254,1460,485
5031824448,1024,768,230,qr_code,255,145,397,292
3651132756,2376,4224,231,qr_code,672,622,1563,1490
4065707149,2848,4272,232,qr_code,441,2009,957,2536
2685217495,1024,725,233,qr_code,597,782,673,858
3619033023,768,1024,234,qr_code,459,259,647,485
2928307961,1024,768,235,qr_code,279,768,341,842
3514866061,1944,2592,236,qr_code,642,235,2097,1683
0179583169,960,1280,237,qr_code,633,150,884,409
0286700632,768,1024,238,qr_code,336,140,626,460
4782046245,480,640,239,qr_code,178,101,439,360
3963140847,1024,768,240,qr_code,138,371,570,785
4353977850,768,1024,241,qr_code,250,307,728,451
5240560535,1024,765,242,qr_code,567,851,645,930
5133137038,3000,4000,243,qr_code,1964,1506,2424,2031
3821619799,2304,3072,244,qr_code,497,990,943,1414
5082956763,1125,1500,245,qr_code,430,430,592,588
2154472377,1600,1200,246,qr_code,508,803,903,1257
2126492131,933,980,247,qr_code,227,206,531,521
4487494304,1024,768,248,qr_code,325,398,483,558
2194489491,1672,2748,249,qr_code,1968,661,2617,1303
3963915486,1024,768,250,qr_code,445,597,520,690
5286463990,576,1024,251,qr_code,329,337,381,388
0525173503,2048,1536,252,qr_code,190,855,374,1030
3861973743,1944,2592,253,qr_code,1376,430,2161,1115
3643877605,640,640,254,qr_code,133,133,506,506
5203594331,1024,768,255,qr_code,617,762,647,788
3256202185,2736,3648,256,qr_code,2757,218,3086,340
5281066618,2592,1935,257,qr_code,758,232,1368,1545
4951385150,363,550,258,qr_code,84,62,260,263
3634614653,1669,2240,259,qr_code,1386,1309,1539,1462
3813075372,800,600,260,qr_code,100,102,386,386
2328987432,640,640,261,qr_code,294,302,334,340
3650327413,2376,4224,262,qr_code,1000,1143,1181,1295
4064425091,1536,2048,263,qr_code,1350,537,1751,921
3413082126,2848,4272,264,qr_code,900,542,1309,1087
1932429740,480,640,265,qr_code,301,158,358,206
3985603967,600,600,266,qr_code,287,258,502,378
3738757335,1200,1600,267,qr_code,356,252,1093,976
3691031620,683,1024,268,qr_code,192,380,501,547
3518681490,2376,4224,269,qr_code,1798,915,2343,1430
4453793131,1200,1600,270,qr_code,1023,634,1144,713
0050027974,960,1280,271,qr_code,1141,871,1171,902
5257972486,1024,694,272,qr_code,428,760,579,910
2780890639,768,1024,273,qr_code,446,71,659,296
4903055926,976,1024,274,qr_code,278,137,903,851
2261087337,240,320,275,qr_code,214,163,271,221
3482714875,602,602,276,qr_code,231,411,376,558
3983565397,768,1024,277,qr_code,824,214,866,255
2656508531,2048,1536,278,qr_code,178,263,385,473
4808349970,3486,2576,279,qr_code,951,1277,1721,2042
4066434320,1024,768,280,qr_code,272,408,509,651
3897888195,768,1024,281,qr_code,139,128,720,684
4777185721,1360,2048,282,qr_code,1236,428,1867,1080
3950055651,768,1024,283,qr_code,434,186,752,502
1491455255,640,480,284,qr_code,68,103,402,471
5147145047,608,500,285,qr_code,140,208,427,394
5200811157,1952,2592,286,qr_code,1226,1152,1392,1321
2211131435,1200,1600,287,qr_code,488,269,917,957
4920211423,968,758,288,qr_code,471,609,605,735
3892247000,1024,768,289,qr_code,116,152,688,701
2263737399,2592,1944,290,qr_code,477,1362,651,1536
2942573322,500,661,291,qr_code,282,249,383,346
3244197493,1536,2048,292,qr_code,1261,427,1520,694
5176847124,765,1024,293,qr_code,153,374,185,404
5195800254,3888,2592,294,qr_code,1301,2652,1690,3055
2207251864,2848,2136,295,qr_code,769,1704,1413,2299
5275251433,768,1024,296,qr_code,245,425,710,614
5230841770,2528,3789,297,qr_code,2000,626,3286,1985
3705368440,1920,2560,298,qr_code,583,958,1124,1499
3404232239,1360,2048,299,qr_code,1487,454,1702,661
4039311821,768,1024,300,qr_code,54,20,412,371
3988452645,1024,768,301,qr_code,163,283,645,723
2683393984,2592,3888,302,qr_code,2225,901,3202,1874
5054694623,2592,1936,303,qr_code,1166,1156,1441,1421
4059157596,1370,1028,304,qr_code,340,785,466,912
4274785854,800,600,305,qr_code,244,144,395,329
4391955186,1536,2048,306,qr_code,1426,529,1635,733
3303278929,480,360,307,qr_code,189,316,235,362
3413058024,2848,4272,308,qr_code,1105,947,1922,2046
2771122879,1944,2592,309,qr_code,1561,274,2032,752
5243919531,505,412,310,qr_code,176,252,200,276
5031494545,570,629,311,qr_code,166,97,216,149
4872978369,768,1024,312,qr_code,282,83,445,195
4439298094,768,1024,313,qr_code,400,317,583,489
2155267244,1200,1600,314,qr_code,1043,449,1332,741
4303592234,1200,797,315,qr_code,321,647,461,763
5327276642,1024,768,316,qr_code,370,487,488,607
2870381761,1944,2592,317,qr_code,2230,1692,2334,1796
4038774631,800,600,318,qr_code,138,312,373,542
4763260540,2736,3648,319,qr_code,1780,837,3095,2171
2677262209,163,408,320,qr_code,11,34,85,108
5280659561,1408,2112,321,qr_code,402,329,862,802
4604914148,578,640,322,qr_code,449,85,549,176
2513889297,1944,2592,323,qr_code,2456,456,2532,521
5055316502,4000,3000,324,qr_code,1902,1703,2424,2217
4604913130,696,1024,325,qr_code,26,173,422,562
5249545740,768,1024,326,qr_code,242,350,336,409
4353851323,640,598,327,qr_code,38,63,561,571
3976044005,1980,2640,328,qr_code,2244,161,2398,364
5111237485,1024,765,329,qr_code,292,476,511,680
4454572732,1200,1600,330,qr_code,919,843,1172,1067
3197426888,800,800,331,qr_code,0,408,165,623
4413992286,685,1024,332,qr_code,245,485,469,588
2648794367,2736,2736,333,qr_code,848,1094,1124,1353
2513894097,1944,2592,334,qr_code,403,1464,758,1803
3725097593,767,1024,335,qr_code,381,277,644,537
3043837346,1200,1600,336,qr_code,1361,536,1599,715
4534855391,768,1024,337,qr_code,494,120,621,246
4941942874,1936,2592,338,qr_code,286,739,928,1339
4559245959,1200,1600,339,qr_code,991,595,1194,768
4000463255,768,1024,340,qr_code,753,181,960,383
5100495935,901,1024,341,qr_code,213,182,327,291
5024182860,1024,765,342,qr_code,180,616,416,854
4368051019,1920,2560,343,qr_code,1403,756,1565,919
5093857705,2592,1936,344,qr_code,826,1059,1043,1270
4944474424,1961,1471,345,qr_code,1120,1607,1244,1732
2045952006,640,480,346,qr_code,391,519,447,582
2839862458,2048,1536,347,qr_code,959,1077,1212,1341
4946341553,510,1024,348,qr_code,283,273,431,418
4419481095,2592,3888,349,qr_code,2294,677,2404,790
2279746781,2592,1944,350,qr_code,982,1883,1400,2307
4153941728,2736,3648,351,qr_code,3172,82,3497,419
3650328011,2376,3568,352,qr_code,3092,1475,3328,1706
4839698108,798,1024,353,qr_code,84,148,396,443
0197967937,1944,2592,354,qr_code,1168,765,1367,984
3412263283,2848,4272,355,qr_code,3249,965,3403,1224
4949259371,1024,682,356,qr_code,111,231,557,524
4848390238,2112,2816,357,qr_code,1220,795,1670,1239
4791733013,768,1024,358,qr_code,592,516,712,629
3892245802,1024,768,359,qr_code,228,362,297,472
5293518982,1536,2048,360,qr_code,423,93,1193,869
4903123495,1024,768,361,qr_code,108,886,167,947
3077072664,1600,1200,362,qr_code,829,1223,1011,1384
3302367894,2095,3210,363,qr_code,1283,1165,1802,1696
4008166286,1371,2048,364,qr_code,696,534,902,769
3360046942,768,1024,365,qr_code,309,87,539,353
4001018841,1360,2048,366,qr_code,470,142,1336,1003
5283866481,450,600,367,qr_code,204,101,418,258
3591651388,640,640,368,qr_code,203,21,617,435
2804927859,2736,3648,369,qr_code,1391,1276,2156,1934
4711096515,2640,1320,370,qr_code,543,302,804,594
4567505369,683,1024,371,qr_code,780,408,838,509
2200733213,375,500,372,qr_code,313,76,396,153
3891458793,1024,768,373,qr_code,243,502,310,572
4970528433,1936,2592,374,qr_code,1461,1309,1764,1592
4696436381,683,1024,375,qr_code,471,528,583,636
3055870218,500,375,376,qr_code,114,301,220,401
3360878084,768,1024,377,qr_code,369,394,607,636
2466653163,3264,1832,378,qr_code,545,1140,917,1482
4547847651,2592,1552,379,qr_code,1046,2172,1233,2376
5020299665,1936,2592,380,qr_code,1735,1221,2263,1754
0294270060,1600,1200,381,qr_code,980,778,1093,893
5011138243,768,1024,382,qr_code,197,329,430,575
4969808611,3456,2592,383,qr_code,874,1230,1271,1666
2758648750,480,640,384,qr_code,99,19,510,439
3360048252,768,1024,385,qr_code,285,172,649,526
4296288417,1200,1600,386,qr_code,646,634,874,862
5040808242,1024,765,387,qr_code,297,408,411,521
4370601426,800,600,388,qr_code,196,246,447,409
2929094367,1944,2592,389,qr_code,390,911,834,1358
3830980843,2592,3888,390,qr_code,1095,450,2615,1979
5327274374,1024,768,391,qr_code,442,487,505,557
4731341181,500,746,392,qr_code,482,97,626,250
2423605457,480,640,393,qr_code,180,200,290,302
2512144531,1227,1800,394,qr_code,672,379,1093,792
2208592873,1536,2048,395,qr_code,144,266,1281,1324
4910229996,1360,2048,396,qr_code,950,495,1178,725
3071078533,335,500,397,qr_code,165,183,208,228
3716507953,1592,1592,398,qr_code,1097,541,1507,945
0460681372,1200,900,399,qr_code,249,259,740,757
3504778879,1024,768,400,qr_code,215,540,520,849
2698677465,1944,2592,401,qr_code,465,581,923,1065
5054697343,3000,4000,402,qr_code,3119,1360,3426,1655
4957719411,1936,2592,403,qr_code,1041,894,1555,1407
2211459923,852,1280,404,qr_code,197,414,315,527
4598979686,1024,768,405,qr_code,241,114,605,478
4973968503,2592,1952,406,qr_code,672,766,1096,1193
2478130371,1365,2048,407,qr_code,527,296,919,687
4272614686,765,1024,408,qr_code,365,226,597,466
4584272232,2048,1522,409,qr_code,522,67,996,777
4518390570,411,548,410,qr_code,198,138,296,233
5087637786,576,1024,411,qr_code,188,387,244,441
5174811716,1024,768,412,qr_code,197,442,353,615
2963262766,800,1200,413,qr_code,703,494,733,525
2957746157,480,640,414,qr_code,202,177,283,258
3626483252,1920,2560,415,qr_code,766,669,1775,1493
0158059823,853,1280,416,qr_code,531,312,798,555
4220024243,768,1024,417,qr_code,405,154,568,309
5326664789,1024,768,418,qr_code,334,432,390,488
2700335284,1976,1916,419,qr_code,279,714,1580,1594
2159301588,1200,1600,420,qr_code,1249,141,1504,365
5164183640,683,1024,421,qr_code,610,189,825,409
2124956651,1200,1600,422,qr_code,813,827,967,1005
2386536549,1725,2594,423,qr_code,1086,741,1286,970
2639403121,768,1024,424,qr_code,651,218,915,468
3461701251,1755,3120,425,qr_code,2517,944,3037,1440
0371333381,480,640,426,qr_code,403,250,453,301
4037066226,500,375,427,qr_code,146,183,216,255
3704595657,2349,3084,428,qr_code,85,1280,892,2058
5214754924,1024,727,429,qr_code,222,457,388,624
5085559548,689,720,430,qr_code,352,485,447,569
0143365285,750,1000,431,qr_code,155,330,176,351
5176853488,765,1024,432,qr_code,106,286,238,408
4755868280,1536,2048,433,qr_code,1199,823,1603,1239
5269546467,683,1024,434,qr_code,292,506,349,563
4462727544,2226,2226,435,qr_code,613,758,1021,1159
2870054594,640,426,436,qr_code,104,232,316,415
4340207281,1024,768,437,qr_code,339,365,434,459
5323776057,576,1024,438,qr_code,184,177,263,289
2546726482,1944,2592,439,qr_code,1741,682,1768,709
3412272805,2848,4272,440,qr_code,1234,1252,1694,1708
2127267576,929,918,441,qr_code,192,293,632,742
3671809329,1536,2048,442,qr_code,665,380,1403,1142
5148591627,1024,1024,443,qr_code,368,322,660,615
2781748576,768,1024,444,qr_code,727,253,874,437
4340209507,768,1024,445,qr_code,682,183,730,232
3418524417,1024,498,446,qr_code,40,480,177,617
2202826795,720,1280,447,qr_code,896,291,1009,403
2954565832,2304,3072,448,qr_code,1461,523,2564,1380
4330874923,480,640,449,qr_code,231,146,357,267
5269546299,683,1024,450,qr_code,507,235,792,521
4864066718,576,1024,451,qr_code,571,380,634,443
3629532795,1832,3264,452,qr_code,1116,372,1384,627
4718348810,450,800,453,qr_code,137,288,188,339
5083552158,1125,1500,454,qr_code,1013,454,1167,641
2810772850,646,431,455,qr_code,247,88,365,205
0330745745,960,1280,456,qr_code,612,562,732,682
3303275675,480,360,457,qr_code,154,255,243,340
3704756357,387,516,458,qr_code,148,54,370,280
4807729131,1290,1069,459,qr_code,353,447,694,783
0939831659,800,493,460,qr_code,110,181,345,449
4711677723,450,800,461,qr_code,170,287,231,350
5307271144,1408,2112,462,qr_code,1278,1087,1464,1276
5111238025,1024,765,463,qr_code,321,567,527,760
2869227993,640,426,464,qr_code,215,178,269,232
3430305612,768,1024,465,qr_code,73,112,282,322
5326668517,1024,768,466,qr_code,249,408,420,678
2452296125,1944,2592,467,qr_code,1023,1180,1264,1414
4823426566,2462,2970,468,qr_code,782,295,2308,1680
0512478834,479,479,469,qr_code,180,398,232,450
4917198756,1768,2656,470,qr_code,2169,1085,2411,1328
4525331146,768,1024,471,qr_code,196,214,347,407
5117984259,685,1024,472,qr_code,463,293,616,442
2825376970,640,480,473,qr_code,211,93,287,206
4501696267,1536,2048,474,qr_code,964,337,1225,583
5108412472,1936,2592,475,qr_code,1514,907,1761,1168
5210682827,2816,2112,476,qr_code,946,2475,1210,2721
2465664627,1200,1600,477,qr_code,1028,368,1088,519
3212211414,800,1200,478,qr_code,506,331,720,545
2929954722,1944,2592,479,qr_code,2109,1338,2409,1665
4510428194,3000,4000,480,qr_code,2140,386,2647,906
4672030917,4288,2848,481,qr_code,1201,2529,1844,3080
0870424758,1536,2048,482,qr_code,1245,581,1574,904
4952260665,871,1024,483,qr_code,55,608,203,761
2924534556,640,518,484,qr_code,7,444,103,530
4370993698,800,600,485,qr_code,402,399,559,552
3360041578,768,1024,486,qr_code,268,93,501,332
4890601028,2041,3048,487,qr_code,733,592,1584,1417
3984327882,1024,768,488,qr_code,479,484,631,676
5106272494,2048,1536,489,qr_code,366,1273,550,1450
4033668545,2048,1536,490,qr_code,459,1132,739,1411
3479618244,1067,800,491,qr_code,292,298,553,564
4406850206,1944,2592,492,qr_code,1061,631,1235,823
5019270319,1024,765,493,qr_code,223,492,342,610
3430293558,1024,575,494,qr_code,197,634,380,813
1550199193,314,1024,495,qr_code,40,54,224,238
5010495312,1536,2048,496,qr_code,1620,812,1808,1020
0531389687,960,1280,497,qr_code,626,108,849,331
5098699881,606,798,498,qr_code,243,330,344,430
3866514673,768,1024,499,qr_code,452,303,594,446
3752627101,768,1024,500,qr_code,622,385,678,442
5163436860,768,1024,501,qr_code,142,574,194,631
0726245141,2736,3648,502,qr_code,1646,1208,2254,1911
3412308815,2848,4272,503,qr_code,828,996,1407,1419
4859558749,600,800,504,qr_code,227,41,557,276
4886984392,1936,2592,505,qr_code,1020,556,1374,839
3003504900,1536,2048,506,qr_code,1606,806,1708,905
5014378360,1024,768,507,qr_code,303,584,568,849
0494045485,1224,1632,508,qr_code,574,476,1157,1026
4903056090,822,1024,509,qr_code,813,185,973,491
2740692511,2048,1536,510,qr_code,440,1026,540,1127
5095032821,1024,768,511,qr_code,358,311,510,494
3044664106,2376,3168,512,qr_code,236,1771,574,2125
2825381166,480,640,513,qr_code,264,131,311,177
2644756437,3000,4000,514,qr_code,1805,1205,2261,1662
4689613868,665,1000,515,qr_code,300,100,539,622
2455052649,1944,2592,516,qr_code,2157,1509,2236,1597
2829815176,681,1024,517,qr_code,214,173,281,237
4778908748,1024,768,518,qr_code,213,200,484,483
5280793712,683,1024,519,qr_code,515,82,585,151
3359230395,1024,768,520,qr_code,301,335,415,460
0858847120,1536,2048,521,qr_code,796,237,898,411
5081893983,767,802,522,qr_code,391,540,498,634
2674401684,2040,2720,523,qr_code,2092,893,2394,1194
0428147090,768,1024,524,qr_code,393,372,575,548
5226037432,600,800,525,qr_code,444,302,662,501
5011175703,3000,4000,526,qr_code,2180,1276,2329,1425
4413154199,768,1024,527,qr_code,138,384,614,555
4438413138,2560,1712,528,qr_code,563,1002,1017,1461
